Gene_Symb,Transcription_Level,Hotpoint_Mutation,CRISPR_KO_Effect,Differentiation_Rate
DCT,NA/N,NA/N,NA/N,NA/N
PLXNA4,NA/N,NA/N,NA/N,NA/N
DCTD,NA/N,NA/N,NA/N,NA/N
PAFAH1B1,NA/N,NA/N,NA/N,NA/N
DYNC1I2,NA/N,NA/N,NA/N,NA/N
SEC23A,NA/N,NA/N,NA/N,NA/N
DCTPP1,NA/N,NA/N,NA/N,NA/N
DCUN1D2,NA/N,NA/N,NA/N,NA/N
DCUN1D4,NA/N,NA/N,NA/N,NA/N
DCUN1D5,NA/N,NA/N,NA/N,NA/N
NMNAT3,NA/N,NA/N,NA/N,NA/N
DCXR,NA/N,NA/N,NA/N,NA/N
DDAH2,NA/N,NA/N,NA/N,NA/N
DDAH1,NA/N,NA/N,NA/N,NA/N
SUPT6H,NA/N,NA/N,NA/N,NA/N
DDC,NA/N,NA/N,NA/N,NA/N
DDI1,NA/N,NA/N,NA/N,NA/N
RSC1A1,NA/N,NA/N,NA/N,NA/N
NRIP3,NA/N,NA/N,NA/N,NA/N
DDIT4,NA/N,NA/N,NA/N,NA/N
DDIT4L,NA/N,NA/N,NA/N,NA/N
DDN,NA/N,NA/N,NA/N,NA/N
STT3B,NA/N,NA/N,NA/N,NA/N
STT3A,NA/N,NA/N,NA/N,NA/N
SRPRA,NA/N,NA/N,NA/N,NA/N
HSD17B11,NA/N,NA/N,NA/N,NA/N
SSR1,NA/N,NA/N,NA/N,NA/N
RC3H1,NA/N,NA/N,NA/N,NA/N
FAM98C,NA/N,NA/N,NA/N,NA/N
FNBP4,NA/N,NA/N,NA/N,NA/N
PTK6,NA/N,NA/N,NA/N,NA/N
POLR1E,NA/N,NA/N,NA/N,NA/N
DDX19A,NA/N,NA/N,NA/N,NA/N
MIF4GD,NA/N,NA/N,NA/N,NA/N
NUP214,NA/N,NA/N,NA/N,NA/N
DDX25,NA/N,NA/N,NA/N,NA/N
NUP88,NA/N,NA/N,NA/N,NA/N
LCP1,NA/N,NA/N,NA/N,NA/N
LCN2,NA/N,NA/N,NA/N,NA/N
HP,NA/N,NA/N,NA/N,NA/N
FCGBP,NA/N,NA/N,NA/N,NA/N
LSM2,NA/N,NA/N,NA/N,NA/N
LSM11,NA/N,NA/N,NA/N,NA/N
PHAX,NA/N,NA/N,NA/N,NA/N
GEMIN8,NA/N,NA/N,NA/N,NA/N
RPL19,NA/N,NA/N,NA/N,NA/N
SRSF5,NA/N,NA/N,NA/N,NA/N
IK,NA/N,NA/N,NA/N,NA/N
EAPP,NA/N,NA/N,NA/N,NA/N
RSRC1,NA/N,NA/N,NA/N,NA/N
PAXBP1,NA/N,NA/N,NA/N,NA/N
KRR1,NA/N,NA/N,NA/N,NA/N
DDX28,NA/N,NA/N,NA/N,NA/N
MRPL42,NA/N,NA/N,NA/N,NA/N
RBMS2,NA/N,NA/N,NA/N,NA/N
RPUSD4,NA/N,NA/N,NA/N,NA/N
MCAT,NA/N,NA/N,NA/N,NA/N
MRPL30,NA/N,NA/N,NA/N,NA/N
SCGB1D2,NA/N,NA/N,NA/N,NA/N
PRR4,NA/N,NA/N,NA/N,NA/N
BPIFA1,NA/N,NA/N,NA/N,NA/N
BPIFB2,NA/N,NA/N,NA/N,NA/N
OPRPN,NA/N,NA/N,NA/N,NA/N
DMBT1,NA/N,NA/N,NA/N,NA/N
CP,NA/N,NA/N,NA/N,NA/N
CST2,NA/N,NA/N,NA/N,NA/N
GC,NA/N,NA/N,NA/N,NA/N
IGHM,NA/N,NA/N,NA/N,NA/N
HPX,NA/N,NA/N,NA/N,NA/N
LCN1,NA/N,NA/N,NA/N,NA/N
SERPINC1,NA/N,NA/N,NA/N,NA/N
LPO,NA/N,NA/N,NA/N,NA/N
LYZ,NA/N,NA/N,NA/N,NA/N
PIGR,NA/N,NA/N,NA/N,NA/N
PIP,NA/N,NA/N,NA/N,NA/N
C6orf58,NA/N,NA/N,NA/N,NA/N
TCN1,NA/N,NA/N,NA/N,NA/N
THBS1,NA/N,NA/N,NA/N,NA/N
MSLN,NA/N,NA/N,NA/N,NA/N
SARNP,NA/N,NA/N,NA/N,NA/N
CELSR2,NA/N,NA/N,NA/N,NA/N
IKBKE,NA/N,NA/N,NA/N,NA/N
EIF3D,NA/N,NA/N,NA/N,NA/N
EIF2S1,NA/N,NA/N,NA/N,NA/N
EIF4A1,NA/N,NA/N,NA/N,NA/N
RPS11,NA/N,NA/N,NA/N,NA/N
IMPDH1,NA/N,NA/N,NA/N,NA/N
DDX3Y,NA/N,NA/N,NA/N,NA/N
DDX4,NA/N,NA/N,NA/N,NA/N
DDX43,NA/N,NA/N,NA/N,NA/N
DDX53,NA/N,NA/N,NA/N,NA/N
DDX46,NA/N,NA/N,NA/N,NA/N
DDX49,NA/N,NA/N,NA/N,NA/N
PAGE1,NA/N,NA/N,NA/N,NA/N
DDX55,NA/N,NA/N,NA/N,NA/N
DDX56,NA/N,NA/N,NA/N,NA/N
RPL37,NA/N,NA/N,NA/N,NA/N
DHX37,NA/N,NA/N,NA/N,NA/N
DDX58,NA/N,NA/N,NA/N,NA/N
IRF3,NA/N,NA/N,NA/N,NA/N
WRNIP1,NA/N,NA/N,NA/N,NA/N
TMEM173,NA/N,NA/N,NA/N,NA/N
PAK4,NA/N,NA/N,NA/N,NA/N
DECR2,NA/N,NA/N,NA/N,NA/N
DEDD,NA/N,NA/N,NA/N,NA/N
DEDD2,NA/N,NA/N,NA/N,NA/N
DEF6,NA/N,NA/N,NA/N,NA/N
HOMEZ,NA/N,NA/N,NA/N,NA/N
GRID1,NA/N,NA/N,NA/N,NA/N
C1orf52,NA/N,NA/N,NA/N,NA/N
DEF8,NA/N,NA/N,NA/N,NA/N
DPYSL4,NA/N,NA/N,NA/N,NA/N
MCM8,NA/N,NA/N,NA/N,NA/N
DEFA1,NA/N,NA/N,NA/N,NA/N
NPC2,NA/N,NA/N,NA/N,NA/N
SMOC1,NA/N,NA/N,NA/N,NA/N
ERAP1,NA/N,NA/N,NA/N,NA/N
NXPH4,NA/N,NA/N,NA/N,NA/N
TKFC,NA/N,NA/N,NA/N,NA/N
CTBS,NA/N,NA/N,NA/N,NA/N
COCH,NA/N,NA/N,NA/N,NA/N
IGFBP2,NA/N,NA/N,NA/N,NA/N
LIFR,NA/N,NA/N,NA/N,NA/N
PLXNA1,NA/N,NA/N,NA/N,NA/N
SLIT2,NA/N,NA/N,NA/N,NA/N
NID2,NA/N,NA/N,NA/N,NA/N
CILP2,NA/N,NA/N,NA/N,NA/N
CTSF,NA/N,NA/N,NA/N,NA/N
SHLD2,NA/N,NA/N,NA/N,NA/N
EMILIN2,NA/N,NA/N,NA/N,NA/N
XAGE3,NA/N,NA/N,NA/N,NA/N
PTPRK,NA/N,NA/N,NA/N,NA/N
ZNF277,NA/N,NA/N,NA/N,NA/N
GLCE,NA/N,NA/N,NA/N,NA/N
EPHA6,NA/N,NA/N,NA/N,NA/N
FKBP7,NA/N,NA/N,NA/N,NA/N
DEFA6,NA/N,NA/N,NA/N,NA/N
ZFYVE9,NA/N,NA/N,NA/N,NA/N
ZFPM1,NA/N,NA/N,NA/N,NA/N
RBPMS2,NA/N,NA/N,NA/N,NA/N
DEFB1,NA/N,NA/N,NA/N,NA/N
FBXW5,NA/N,NA/N,NA/N,NA/N
DEFB103A,NA/N,NA/N,NA/N,NA/N
DEFB104A,NA/N,NA/N,NA/N,NA/N
DEFB121,NA/N,NA/N,NA/N,NA/N
VWDE,NA/N,NA/N,NA/N,NA/N
DEFB127,NA/N,NA/N,NA/N,NA/N
SH3BGR,NA/N,NA/N,NA/N,NA/N
DEFB4A,NA/N,NA/N,NA/N,NA/N
PYGM,NA/N,NA/N,NA/N,NA/N
SURF4,NA/N,NA/N,NA/N,NA/N
EIPR1,NA/N,NA/N,NA/N,NA/N
KIF15,NA/N,NA/N,NA/N,NA/N
DENND1A,NA/N,NA/N,NA/N,NA/N
PLEKHA7,NA/N,NA/N,NA/N,NA/N
DENND1B,NA/N,NA/N,NA/N,NA/N
DENND2C,NA/N,NA/N,NA/N,NA/N
HID1,NA/N,NA/N,NA/N,NA/N
DENND2D,NA/N,NA/N,NA/N,NA/N
FBXL19,NA/N,NA/N,NA/N,NA/N
PDLIM5,NA/N,NA/N,NA/N,NA/N
RRAGA,NA/N,NA/N,NA/N,NA/N
RRAGC,NA/N,NA/N,NA/N,NA/N
SELENOS,NA/N,NA/N,NA/N,NA/N
SEC22B,NA/N,NA/N,NA/N,NA/N
ESYT1,NA/N,NA/N,NA/N,NA/N
PGRMC2,NA/N,NA/N,NA/N,NA/N
MTM1,NA/N,NA/N,NA/N,NA/N
PRPH,NA/N,NA/N,NA/N,NA/N
DESI1,NA/N,NA/N,NA/N,NA/N
DET1,NA/N,NA/N,NA/N,NA/N
DEUP1,NA/N,NA/N,NA/N,NA/N
GOLGA3,NA/N,NA/N,NA/N,NA/N
DGKH,NA/N,NA/N,NA/N,NA/N
FAAP100,NA/N,NA/N,NA/N,NA/N
NAP1L5,NA/N,NA/N,NA/N,NA/N
TSPYL4,NA/N,NA/N,NA/N,NA/N
DGCR8,NA/N,NA/N,NA/N,NA/N
ZNF777,NA/N,NA/N,NA/N,NA/N
ZNF483,NA/N,NA/N,NA/N,NA/N
ZNF771,NA/N,NA/N,NA/N,NA/N
ZNF668,NA/N,NA/N,NA/N,NA/N
PABPC4L,NA/N,NA/N,NA/N,NA/N
ZNF189,NA/N,NA/N,NA/N,NA/N
ZNF70,NA/N,NA/N,NA/N,NA/N
ZNF22,NA/N,NA/N,NA/N,NA/N
ZNF7,NA/N,NA/N,NA/N,NA/N
RPL17,NA/N,NA/N,NA/N,NA/N
SHQ1,NA/N,NA/N,NA/N,NA/N
KNOP1,NA/N,NA/N,NA/N,NA/N
CCDC137,NA/N,NA/N,NA/N,NA/N
NOC3L,NA/N,NA/N,NA/N,NA/N
DGKA,NA/N,NA/N,NA/N,NA/N
DGKB,NA/N,NA/N,NA/N,NA/N
PCDHB5,NA/N,NA/N,NA/N,NA/N
DGKD,NA/N,NA/N,NA/N,NA/N
DGKE,NA/N,NA/N,NA/N,NA/N
PAICS,NA/N,NA/N,NA/N,NA/N
DGKI,NA/N,NA/N,NA/N,NA/N
DGKQ,NA/N,NA/N,NA/N,NA/N
DGKZ,NA/N,NA/N,NA/N,NA/N
DGUOK,NA/N,NA/N,NA/N,NA/N
DPYSL5,NA/N,NA/N,NA/N,NA/N
SLC12A5,NA/N,NA/N,NA/N,NA/N
NTM,NA/N,NA/N,NA/N,NA/N
L1CAM,NA/N,NA/N,NA/N,NA/N
HPCA,NA/N,NA/N,NA/N,NA/N
GRIA2,NA/N,NA/N,NA/N,NA/N
CALB2,NA/N,NA/N,NA/N,NA/N
DNM1,NA/N,NA/N,NA/N,NA/N
DCK,NA/N,NA/N,NA/N,NA/N
ELAVL4,NA/N,NA/N,NA/N,NA/N
NAPB,NA/N,NA/N,NA/N,NA/N
NCALD,NA/N,NA/N,NA/N,NA/N
ERC2,NA/N,NA/N,NA/N,NA/N
DHDDS,NA/N,NA/N,NA/N,NA/N
DHFR,NA/N,NA/N,NA/N,NA/N
HHIP,NA/N,NA/N,NA/N,NA/N
RCC1L,NA/N,NA/N,NA/N,NA/N
RPL9,NA/N,NA/N,NA/N,NA/N
EIF5A2,NA/N,NA/N,NA/N,NA/N
DHRS13,NA/N,NA/N,NA/N,NA/N
DHRS4L2,NA/N,NA/N,NA/N,NA/N
DHRS9,NA/N,NA/N,NA/N,NA/N
CHIC2,NA/N,NA/N,NA/N,NA/N
DHRSX,NA/N,NA/N,NA/N,NA/N
ZBED1,NA/N,NA/N,NA/N,NA/N
DDX42,NA/N,NA/N,NA/N,NA/N
NOP58,NA/N,NA/N,NA/N,NA/N
GPKOW,NA/N,NA/N,NA/N,NA/N
NR2E3,NA/N,NA/N,NA/N,NA/N
DHX32,NA/N,NA/N,NA/N,NA/N
DHX40,NA/N,NA/N,NA/N,NA/N
PPIL4,NA/N,NA/N,NA/N,NA/N
HIST1H1E,NA/N,NA/N,NA/N,NA/N
SESN2,NA/N,NA/N,NA/N,NA/N
TTLL12,NA/N,NA/N,NA/N,NA/N
DHX58,NA/N,NA/N,NA/N,NA/N
MORC2,NA/N,NA/N,NA/N,NA/N
PPIE,NA/N,NA/N,NA/N,NA/N
SYF2,NA/N,NA/N,NA/N,NA/N
ZMAT3,NA/N,NA/N,NA/N,NA/N
DUSP22,NA/N,NA/N,NA/N,NA/N
DIMT1,NA/N,NA/N,NA/N,NA/N
UBE2G1,NA/N,NA/N,NA/N,NA/N
DIP2A,NA/N,NA/N,NA/N,NA/N
DIRAS2,NA/N,NA/N,NA/N,NA/N
DIRAS3,NA/N,NA/N,NA/N,NA/N
FEZ2,NA/N,NA/N,NA/N,NA/N
RNF19B,NA/N,NA/N,NA/N,NA/N
EXOSC5,NA/N,NA/N,NA/N,NA/N
DIS3L,NA/N,NA/N,NA/N,NA/N
EIF4E2,NA/N,NA/N,NA/N,NA/N
EXOSC10,NA/N,NA/N,NA/N,NA/N
EXOSC8,NA/N,NA/N,NA/N,NA/N
EXOSC7,NA/N,NA/N,NA/N,NA/N
EXOSC1,NA/N,NA/N,NA/N,NA/N
DST,NA/N,NA/N,NA/N,NA/N
ZNF365,NA/N,NA/N,NA/N,NA/N
SYBU,NA/N,NA/N,NA/N,NA/N
SRGAP3,NA/N,NA/N,NA/N,NA/N
KANSL1,NA/N,NA/N,NA/N,NA/N
RBSN,NA/N,NA/N,NA/N,NA/N
NHP2,NA/N,NA/N,NA/N,NA/N
GAR1,NA/N,NA/N,NA/N,NA/N
WRAP53,NA/N,NA/N,NA/N,NA/N
DKK1,NA/N,NA/N,NA/N,NA/N
DKK2,NA/N,NA/N,NA/N,NA/N
DKK3,NA/N,NA/N,NA/N,NA/N
GLG1,NA/N,NA/N,NA/N,NA/N
GFPT2,NA/N,NA/N,NA/N,NA/N
DKK4,NA/N,NA/N,NA/N,NA/N
RNPEPL1,NA/N,NA/N,NA/N,NA/N
DKKL1,NA/N,NA/N,NA/N,NA/N
RAD51C,NA/N,NA/N,NA/N,NA/N
HSPA13,NA/N,NA/N,NA/N,NA/N
KIAA1147,NA/N,NA/N,NA/N,NA/N
MGAT4B,NA/N,NA/N,NA/N,NA/N
CELSR3,NA/N,NA/N,NA/N,NA/N
CERCAM,NA/N,NA/N,NA/N,NA/N
SPATA5,NA/N,NA/N,NA/N,NA/N
PEX1,NA/N,NA/N,NA/N,NA/N
PDHX,NA/N,NA/N,NA/N,NA/N
PDHB,NA/N,NA/N,NA/N,NA/N
DLST,NA/N,NA/N,NA/N,NA/N
DLC1,NA/N,NA/N,NA/N,NA/N
PARS2,NA/N,NA/N,NA/N,NA/N
SLX4IP,NA/N,NA/N,NA/N,NA/N
HSDL2,NA/N,NA/N,NA/N,NA/N
KCNJ4,NA/N,NA/N,NA/N,NA/N
KCNJ2,NA/N,NA/N,NA/N,NA/N
MPP2,NA/N,NA/N,NA/N,NA/N
KCNA3,NA/N,NA/N,NA/N,NA/N
GRIN2B,NA/N,NA/N,NA/N,NA/N
GRIN2A,NA/N,NA/N,NA/N,NA/N
GRIK2,NA/N,NA/N,NA/N,NA/N
ADGRA2,NA/N,NA/N,NA/N,NA/N
ANO9,NA/N,NA/N,NA/N,NA/N
GUCY1A2,NA/N,NA/N,NA/N,NA/N
DLGAP1,NA/N,NA/N,NA/N,NA/N
KCNA4,NA/N,NA/N,NA/N,NA/N
GRIN2C,NA/N,NA/N,NA/N,NA/N
KRT34,NA/N,NA/N,NA/N,NA/N
KRT82,NA/N,NA/N,NA/N,NA/N
DLGAP2,NA/N,NA/N,NA/N,NA/N
HTR2A,NA/N,NA/N,NA/N,NA/N
GRIK5,NA/N,NA/N,NA/N,NA/N
GRIN2D,NA/N,NA/N,NA/N,NA/N
KCNA1,NA/N,NA/N,NA/N,NA/N
GRIK1,NA/N,NA/N,NA/N,NA/N
NOS1,NA/N,NA/N,NA/N,NA/N
DLGAP3,NA/N,NA/N,NA/N,NA/N
SORBS2,NA/N,NA/N,NA/N,NA/N
SYNGAP1,NA/N,NA/N,NA/N,NA/N
DLK1,NA/N,NA/N,NA/N,NA/N
UBE3B,NA/N,NA/N,NA/N,NA/N
LAPTM4B,NA/N,NA/N,NA/N,NA/N
ANKRD27,NA/N,NA/N,NA/N,NA/N
DLK2,NA/N,NA/N,NA/N,NA/N
LRRC8E,NA/N,NA/N,NA/N,NA/N
LRRC8A,NA/N,NA/N,NA/N,NA/N
DLL1,NA/N,NA/N,NA/N,NA/N
MRPL49,NA/N,NA/N,NA/N,NA/N
DLX1,NA/N,NA/N,NA/N,NA/N
DLX2,NA/N,NA/N,NA/N,NA/N
MSX2,NA/N,NA/N,NA/N,NA/N
DLX4,NA/N,NA/N,NA/N,NA/N
DLX5,NA/N,NA/N,NA/N,NA/N
ING1,NA/N,NA/N,NA/N,NA/N
RGS6,NA/N,NA/N,NA/N,NA/N
SFTPA1,NA/N,NA/N,NA/N,NA/N
SFTPD,NA/N,NA/N,NA/N,NA/N
RAD51AP1,NA/N,NA/N,NA/N,NA/N
SIRT2,NA/N,NA/N,NA/N,NA/N
DMPK,NA/N,NA/N,NA/N,NA/N
DMRT1,NA/N,NA/N,NA/N,NA/N
DMTF1,NA/N,NA/N,NA/N,NA/N
DMTN,NA/N,NA/N,NA/N,NA/N
F7,NA/N,NA/N,NA/N,NA/N
GALK1,NA/N,NA/N,NA/N,NA/N
IDH3A,NA/N,NA/N,NA/N,NA/N
PFKP,NA/N,NA/N,NA/N,NA/N
SDF2,NA/N,NA/N,NA/N,NA/N
SRM,NA/N,NA/N,NA/N,NA/N
TRMT2A,NA/N,NA/N,NA/N,NA/N
SARS2,NA/N,NA/N,NA/N,NA/N
WDR6,NA/N,NA/N,NA/N,NA/N
LSAMP,NA/N,NA/N,NA/N,NA/N
DPP6,NA/N,NA/N,NA/N,NA/N
FAM49B,NA/N,NA/N,NA/N,NA/N
NDRG4,NA/N,NA/N,NA/N,NA/N
PHYHIPL,NA/N,NA/N,NA/N,NA/N
DNAI2,NA/N,NA/N,NA/N,NA/N
DNAJA4,NA/N,NA/N,NA/N,NA/N
DNAJA3,NA/N,NA/N,NA/N,NA/N
IFNGR2,NA/N,NA/N,NA/N,NA/N
NDUFS7,NA/N,NA/N,NA/N,NA/N
NUBPL,NA/N,NA/N,NA/N,NA/N
KCTD21,NA/N,NA/N,NA/N,NA/N
DNAJB14,NA/N,NA/N,NA/N,NA/N
RLIM,NA/N,NA/N,NA/N,NA/N
DNAJB7,NA/N,NA/N,NA/N,NA/N
DNAJB8,NA/N,NA/N,NA/N,NA/N
ESS2,NA/N,NA/N,NA/N,NA/N
C9orf40,NA/N,NA/N,NA/N,NA/N
PPARGC1B,NA/N,NA/N,NA/N,NA/N
FBLN5,NA/N,NA/N,NA/N,NA/N
LTBP4,NA/N,NA/N,NA/N,NA/N
TRAPPC13,NA/N,NA/N,NA/N,NA/N
RNF214,NA/N,NA/N,NA/N,NA/N
DNAJC14,NA/N,NA/N,NA/N,NA/N
DNAJC17,NA/N,NA/N,NA/N,NA/N
DNAJC19,NA/N,NA/N,NA/N,NA/N
DNAJC2,NA/N,NA/N,NA/N,NA/N
DNAJC25,NA/N,NA/N,NA/N,NA/N
DNAJC27,NA/N,NA/N,NA/N,NA/N
LRRC46,NA/N,NA/N,NA/N,NA/N
DNAJC3,NA/N,NA/N,NA/N,NA/N
NDUFA7,NA/N,NA/N,NA/N,NA/N
NDUFV3,NA/N,NA/N,NA/N,NA/N
NDUFB10,NA/N,NA/N,NA/N,NA/N
SLC6A1,NA/N,NA/N,NA/N,NA/N
DNAJC6,NA/N,NA/N,NA/N,NA/N
RAD1,NA/N,NA/N,NA/N,NA/N
PFAS,NA/N,NA/N,NA/N,NA/N
KIAA0100,NA/N,NA/N,NA/N,NA/N
GREB1,NA/N,NA/N,NA/N,NA/N
LRWD1,NA/N,NA/N,NA/N,NA/N
URGCP,NA/N,NA/N,NA/N,NA/N
FANCB,NA/N,NA/N,NA/N,NA/N
DNAJC8,NA/N,NA/N,NA/N,NA/N
SLC4A1AP,NA/N,NA/N,NA/N,NA/N
DNAL1,NA/N,NA/N,NA/N,NA/N
DNALI1,NA/N,NA/N,NA/N,NA/N
DNASE1,NA/N,NA/N,NA/N,NA/N
DNASE1L1,NA/N,NA/N,NA/N,NA/N
SPCS1,NA/N,NA/N,NA/N,NA/N
DNASE2,NA/N,NA/N,NA/N,NA/N
DNASE2B,NA/N,NA/N,NA/N,NA/N
WIPI1,NA/N,NA/N,NA/N,NA/N
IL17RA,NA/N,NA/N,NA/N,NA/N
SUCO,NA/N,NA/N,NA/N,NA/N
DND1,NA/N,NA/N,NA/N,NA/N
MIEF1,NA/N,NA/N,NA/N,NA/N
MIEF2,NA/N,NA/N,NA/N,NA/N
MFF,NA/N,NA/N,NA/N,NA/N
SETD7,NA/N,NA/N,NA/N,NA/N
ZBTB17,NA/N,NA/N,NA/N,NA/N
TCL1A,NA/N,NA/N,NA/N,NA/N
KIF4A,NA/N,NA/N,NA/N,NA/N
TDG,NA/N,NA/N,NA/N,NA/N
DNMT3L,NA/N,NA/N,NA/N,NA/N
KRT36,NA/N,NA/N,NA/N,NA/N
DNTT,NA/N,NA/N,NA/N,NA/N
DNTTIP2,NA/N,NA/N,NA/N,NA/N
PPARG,NA/N,NA/N,NA/N,NA/N
DOC2A,NA/N,NA/N,NA/N,NA/N
TTC21B,NA/N,NA/N,NA/N,NA/N
DOC2B,NA/N,NA/N,NA/N,NA/N
ELMO1,NA/N,NA/N,NA/N,NA/N
GRASP,NA/N,NA/N,NA/N,NA/N
DOCK10,NA/N,NA/N,NA/N,NA/N
DOCK2,NA/N,NA/N,NA/N,NA/N
DOCK3,NA/N,NA/N,NA/N,NA/N
GPN2,NA/N,NA/N,NA/N,NA/N
RNASEL,NA/N,NA/N,NA/N,NA/N
DOCK6,NA/N,NA/N,NA/N,NA/N
LRCH1,NA/N,NA/N,NA/N,NA/N
LRCH3,NA/N,NA/N,NA/N,NA/N
LRCH4,NA/N,NA/N,NA/N,NA/N
DOHH,NA/N,NA/N,NA/N,NA/N
ITGB3,NA/N,NA/N,NA/N,NA/N
ITGB7,NA/N,NA/N,NA/N,NA/N
HSPA4L,NA/N,NA/N,NA/N,NA/N
LANCL2,NA/N,NA/N,NA/N,NA/N
DOK3,NA/N,NA/N,NA/N,NA/N
DOK4,NA/N,NA/N,NA/N,NA/N
PHKA2,NA/N,NA/N,NA/N,NA/N
DOK5,NA/N,NA/N,NA/N,NA/N
DOLPP1,NA/N,NA/N,NA/N,NA/N
ST3GAL2,NA/N,NA/N,NA/N,NA/N
DPCD,NA/N,NA/N,NA/N,NA/N
FLCN,NA/N,NA/N,NA/N,NA/N
GHITM,NA/N,NA/N,NA/N,NA/N
NDUFB3,NA/N,NA/N,NA/N,NA/N
HYAL2,NA/N,NA/N,NA/N,NA/N
PIGQ,NA/N,NA/N,NA/N,NA/N
TMEM181,NA/N,NA/N,NA/N,NA/N
STEAP2,NA/N,NA/N,NA/N,NA/N
ILVBL,NA/N,NA/N,NA/N,NA/N
RDH11,NA/N,NA/N,NA/N,NA/N
RER1,NA/N,NA/N,NA/N,NA/N
DPEP2,NA/N,NA/N,NA/N,NA/N
KDELR3,NA/N,NA/N,NA/N,NA/N
CHPF2,NA/N,NA/N,NA/N,NA/N
TAZ,NA/N,NA/N,NA/N,NA/N
DPEP3,NA/N,NA/N,NA/N,NA/N
DPF1,NA/N,NA/N,NA/N,NA/N
SS18L1,NA/N,NA/N,NA/N,NA/N
DPF3,NA/N,NA/N,NA/N,NA/N
AGMAT,NA/N,NA/N,NA/N,NA/N
DPH3,NA/N,NA/N,NA/N,NA/N
SERGEF,NA/N,NA/N,NA/N,NA/N
DPH7,NA/N,NA/N,NA/N,NA/N
RALGAPA2,NA/N,NA/N,NA/N,NA/N
DPM2,NA/N,NA/N,NA/N,NA/N
DPM3,NA/N,NA/N,NA/N,NA/N
DPP4,NA/N,NA/N,NA/N,NA/N
CXCL2,NA/N,NA/N,NA/N,NA/N
WDR4,NA/N,NA/N,NA/N,NA/N
DPPA2,NA/N,NA/N,NA/N,NA/N
DPPA4,NA/N,NA/N,NA/N,NA/N
L3MBTL3,NA/N,NA/N,NA/N,NA/N
DPY19L2,NA/N,NA/N,NA/N,NA/N
GUK1,NA/N,NA/N,NA/N,NA/N
DPYS,NA/N,NA/N,NA/N,NA/N
CFAP161,NA/N,NA/N,NA/N,NA/N
DQX1,NA/N,NA/N,NA/N,NA/N
MYO9B,NA/N,NA/N,NA/N,NA/N
DR1,NA/N,NA/N,NA/N,NA/N
DRAP1,NA/N,NA/N,NA/N,NA/N
DRD4,NA/N,NA/N,NA/N,NA/N
OSCP1,NA/N,NA/N,NA/N,NA/N
DRG2,NA/N,NA/N,NA/N,NA/N
RWDD1,NA/N,NA/N,NA/N,NA/N
DRICH1,NA/N,NA/N,NA/N,NA/N
DSCR4,NA/N,NA/N,NA/N,NA/N
DSG2,NA/N,NA/N,NA/N,NA/N
DSC2,NA/N,NA/N,NA/N,NA/N
DSG3,NA/N,NA/N,NA/N,NA/N
SPC25,NA/N,NA/N,NA/N,NA/N
SALL1,NA/N,NA/N,NA/N,NA/N
MTPN,NA/N,NA/N,NA/N,NA/N
PSMB3,NA/N,NA/N,NA/N,NA/N
DDT,NA/N,NA/N,NA/N,NA/N
DRP2,NA/N,NA/N,NA/N,NA/N
LAMC2,NA/N,NA/N,NA/N,NA/N
DTWD2,NA/N,NA/N,NA/N,NA/N
DTX1,NA/N,NA/N,NA/N,NA/N
DTX2,NA/N,NA/N,NA/N,NA/N
DTX3L,NA/N,NA/N,NA/N,NA/N
PARP9,NA/N,NA/N,NA/N,NA/N
DUPD1,NA/N,NA/N,NA/N,NA/N
DUS4L,NA/N,NA/N,NA/N,NA/N
GCA,NA/N,NA/N,NA/N,NA/N
DUSP1,NA/N,NA/N,NA/N,NA/N
DUSP10,NA/N,NA/N,NA/N,NA/N
ACAD8,NA/N,NA/N,NA/N,NA/N
DUSP16,NA/N,NA/N,NA/N,NA/N
MAPK8IP1,NA/N,NA/N,NA/N,NA/N
DUSP19,NA/N,NA/N,NA/N,NA/N
ALAS1,NA/N,NA/N,NA/N,NA/N
DUSP2,NA/N,NA/N,NA/N,NA/N
DUSP21,NA/N,NA/N,NA/N,NA/N
NRN1,NA/N,NA/N,NA/N,NA/N
INPP5A,NA/N,NA/N,NA/N,NA/N
GNA14,NA/N,NA/N,NA/N,NA/N
DUSP23,NA/N,NA/N,NA/N,NA/N
DUSP4,NA/N,NA/N,NA/N,NA/N
DUSP5,NA/N,NA/N,NA/N,NA/N
DUSP6,NA/N,NA/N,NA/N,NA/N
DUSP7,NA/N,NA/N,NA/N,NA/N
DUSP9,NA/N,NA/N,NA/N,NA/N
ELP1,NA/N,NA/N,NA/N,NA/N
DUT,NA/N,NA/N,NA/N,NA/N
OTULIN,NA/N,NA/N,NA/N,NA/N
NKD1,NA/N,NA/N,NA/N,NA/N
DXO,NA/N,NA/N,NA/N,NA/N
DYNLT3,NA/N,NA/N,NA/N,NA/N
DYNLRB1,NA/N,NA/N,NA/N,NA/N
WDR34,NA/N,NA/N,NA/N,NA/N
DYNC1LI1,NA/N,NA/N,NA/N,NA/N
SOGA1,NA/N,NA/N,NA/N,NA/N
EML3,NA/N,NA/N,NA/N,NA/N
ZNF609,NA/N,NA/N,NA/N,NA/N
FAM117B,NA/N,NA/N,NA/N,NA/N
GLCCI1,NA/N,NA/N,NA/N,NA/N
SECISBP2L,NA/N,NA/N,NA/N,NA/N
HMBOX1,NA/N,NA/N,NA/N,NA/N
